Strength,SNR,Distance to Tower (km),Sim ,Primary Key,Location,Latitude,Longitude
-99.15611228913461,13.242439422095142,5.2274646259080235,Vodafone Idea (Vi),C_v2,Mukteshwari Canteen,26.403505053560295,75.87110698768015
-100.43287682335863,12.567885875284516,5.245411250327404,Vodafone Idea (Vi),C_v3,Mukteshwari Canteen,26.402984845211236,75.87067494056683
-97.01678193001707,12.81221261177272,5.23129556126882,Vodafone Idea (Vi),C_v4,Mukteshwari Canteen,26.4033439675305,75.87084140851078
-91.2705371267228,19.14525495837645,8.012536576176213,BSNL,D_v1,Horse Riding Ground,26.405545242954787,75.87345946119424
-92.30481923880183,19.96064664317296,8.05683256199993,BSNL,D_v2,Horse Riding Ground,26.405622392357483,75.87344816399862
-90.27757567203442,19.504848741124775,8.051177484393667,BSNL,D_v3,Horse Riding Ground,26.405501640989772,75.87364072270496
-89.85377347525025,20.841463504945335,8.016378398407106,BSNL,D_v4,Horse Riding Ground,26.40574406997831,75.87358737479528
-71.31845267679456,26.759901454935832,7.147992706120095,Jio,A_v1,Jeev Mandir,26.405141385519038,75.87337083346542
-69.84352201188469,26.711879968021027,7.149549173821727,Jio,A_v2,Jeev Mandir,26.40498238053235,75.87306137672482
-68.88565177002253,26.00689309849009,7.083614483917902,Jio,A_v3,Jeev Mandir,26.404854525298195,75.87301966779967
-69.72325135669406,25.268598290598277,7.104437761235064,Jio,A_v4,Jeev Mandir,26.405142539378893,75.87313906789016
-103.92131326437527,27.178260537650456,3.9384303202672464,Airtel,B_v1,Central Library,26.40459977148514,75.87240319386498
-103.93156989891709,26.832057433499322,3.889181175057538,Airtel,B_v2,Central Library,26.404594409668483,75.87231361213824
-103.27127011940598,26.89546121124399,3.933239679452347,Airtel,B_v3,Central Library,26.40447449188486,75.87233313675229
-102.32910513431712,25.337469619955087,3.920792772960644,Airtel,B_v4,Central Library,26.40462127719564,75.87242553598084
-73.90631674325763,16.240215108268302,1.6862556015768135,Vodafone Idea (Vi),C_v1,Surya Mandir,26.404460616211505,75.87137986583086
-74.20121144388003,16.237333145752046,1.6025540028631797,Vodafone Idea (Vi),C_v2,Surya Mandir,26.404561018558105,75.8715437841349
-74.13996605790936,17.213841287037972,1.6389989469043456,Vodafone Idea (Vi),C_v3,Surya Mandir,26.404622165615738,75.87127782964325
-73.9681111387618,16.38801027024008,1.6881036674171732,Vodafone Idea (Vi),C_v4,Surya Mandir,26.4044822840114,75.87111375384683
-107.47247690713554,28.459639207047374,8.416383847064546,BSNL,D_v1,Shakuntalam Cricket Ground,26.406234761752355,75.87069159573106
-107.51621676650933,29.242148866681838,8.42912290646812,BSNL,D_v2,Shakuntalam Cricket Ground,26.406097400185338,75.87090039790742
-108.67013822544821,29.88561581860773,8.475895730636664,BSNL,D_v3,Shakuntalam Cricket Ground,26.405972712692297,75.87066726311699
-108.22776971710725,29.38743413512541,8.466114406381774,BSNL,D_v4,Shakuntalam Cricket Ground,26.406306993886957,75.87072544046812
-116.78636550831806,28.25829966377184,9.762962736180098,Jio,A_v1,Swimming Pool,26.4063737179022,75.86986257076984
-118.43156291795673,29.09156771544591,9.822844223776782,Jio,A_v2,Swimming Pool,26.406179092819198,75.8698112465856
-118.91525102242495,29.1496102821577,9.742101707629642,Jio,A_v3,Swimming Pool,26.40622020367668,75.86980947951486
-118.95114434208392,27.82474412490374,9.756677667475126,Jio,A_v4,Swimming Pool,26.40614713862363,75.86992297525966
-73.14493467203162,13.856274204296087,2.1830711787243398,Airtel,B_v1,Banasthali Airstrip,26.408019456460632,75.86927608287778
-73.80026989251837,13.984397105125986,2.1488995683434013,Airtel,B_v2,Banasthali Airstrip,26.407924377231872,75.86928515535891
-73.59836718089412,13.872777206963072,2.15084564995286,Airtel,B_v3,Banasthali Airstrip,26.407887535171653,75.86949172945491
-71.29701901904579,13.42561595577603,2.1522104495281122,Airtel,B_v4,Banasthali Airstrip,26.408040252494366,75.86937161170718
-75.11491504241278,29.67911272034548,8.24268890250448,Vodafone Idea (Vi),C_v1,Shri Shanta Ashray,26.404289883990298,75.86523499834342
-73.52737371281806,30.108168077260697,8.283731569491886,Vodafone Idea (Vi),C_v2,Shri Shanta Ashray,26.404236937807344,75.8653942117811
-76.79829550640606,30.238037498248183,8.250071792101432,Vodafone Idea (Vi),C_v3,Shri Shanta Ashray,26.404251760677216,75.86523516249876
-75.1481786261204,30.451788829815055,8.282831151648876,Vodafone Idea (Vi),C_v4,Shri Shanta Ashray,26.404232986173177,75.86510990773591
-101.59802425144436,14.25795349849859,5.2644535879720715,BSNL,D_v1,Sharda Mandir,26.407054203534933,75.86583292409811
-101.8247352634022,14.1327259550956,5.233295711297231,BSNL,D_v2,Sharda Mandir,26.40690400616099,75.86581397215743
-99.31277748508005,14.779537750406469,5.25471745282463,BSNL,D_v3,Sharda Mandir,26.40660777905213,75.865819413246
-102.48017667732786,14.044386900238303,5.2535383012770565,BSNL,D_v4,Sharda Mandir,26.406793775920917,75.86617702610545
-83.44429157761714,21.923773995560808,2.9667699280460083,Jio,A_v1,Shri Shanta Nikay,26.399821957361308,75.87717731113442
-83.4884587388429,21.463477518510768,3.000845909563804,Jio,A_v2,Shri Shanta Nikay,26.39997344961302,75.87749924770678
-81.50953966213382,22.56715352770852,2.991393842261324,Jio,A_v3,Shri Shanta Nikay,26.400213867102885,75.87725511235732
-80.78395311672163,22.024543183109827,2.9767348182585844,Jio,A_v4,Shri Shanta Nikay,26.40026505040036,75.87720704176306
-75.34784756979037,16.240851487582326,1.2486579424586117,Airtel,B_v1,Shri Shanta Ayanam,26.39924510824393,75.8764599277733
-72.54267515962408,17.076162136172492,1.2954606919359468,Airtel,B_v2,Shri Shanta Ayanam,26.399372892148804,75.8766298603593
-73.68578364827174,17.47243252622991,1.3383694081280828,Airtel,B_v3,Shri Shanta Ayanam,26.399557811225506,75.87661948205347
-73.08668847676874,17.82290468408936,1.3290283757985182,Airtel,B_v4,Shri Shanta Ayanam,26.399443745328725,75.87632599689059
-99.72252640978952,15.587632304046686,1.1489850831191764,Vodafone Idea (Vi),C_v1,Shri Shanta Sanjavanam,26.398058790122327,75.87807243993274
-101.73121077747861,16.682017558840144,1.2017917781307974,Vodafone Idea (Vi),C_v2,Shri Shanta Sanjavanam,26.398097013509645,75.87806089420808
-101.0214405948145,16.48443078885216,1.2201832243406914,Vodafone Idea (Vi),C_v3,Shri Shanta Sanjavanam,26.39781249967221,75.87773661184397
-99.60585756851212,16.38013296999526,1.1947893152809628,Vodafone Idea (Vi),C_v4,Shri Shanta Sanjavanam,26.398050958211655,75.87764263254228
-76.97482301564213,20.177461898516594,9.89989854423336,BSNL,D_v1,Shri Shanta Uthjam,26.396983156592785,75.8765824269782
-79.11002511148595,19.66606663621503,9.88815281348228,BSNL,D_v2,Shri Shanta Uthjam,26.397415451756068,75.87658157500276
-76.31357733403128,19.346836895888448,9.872973733264416,BSNL,D_v3,Shri Shanta Uthjam,26.397040123488473,75.87705495647177
-78.87635053612675,19.291103927325114,9.905731843797902,BSNL,D_v4,Shri Shanta Uthjam,26.397239335494685,75.87704285067943
-59.3729001795009,23.205796829432963,5.158941385464505,Jio,A_v1,Shri Shanta Sthanam,26.397048182640365,75.87629759626438
-59.2739261974404,22.8215994060106,5.15136075690648,Jio,A_v2,Shri Shanta Sthanam,26.396805430350476,75.87649431591309
-62.75304027266873,22.407511554820086,5.183400942805652,Jio,A_v3,Shri Shanta Sthanam,26.39664275689566,75.87626890615934
-60.222577097680364,23.593604490699047,5.232983121863969,Jio,A_v4,Shri Shanta Sthanam,26.396745575549488,75.8761611212801
-75.0351625496076,28.32471085514172,2.7706643711944365,Airtel,B_v1,Shri Shanta Lok,26.3983644787093,75.87602069255163
-72.29919055418591,28.62224503652185,2.7202800151846946,Airtel,B_v2,Shri Shanta Lok,26.398071544857117,75.87606830640371
-73.40577740168736,27.92678578300683,2.687626800303257,Airtel,B_v3,Shri Shanta Lok,26.398170019164194,75.87589220409096
-74.37236104407539,28.064208455176193,2.70196983111232,Airtel,B_v4,Shri Shanta Lok,26.398065600588605,75.87570954817255
-101.76983884121084,26.076347175824246,8.19865130268773,Vodafone Idea (Vi),C_v1,Shri Shanta Teertham,26.397255835146268,75.87587651714665
-100.52822562263565,25.82199628706815,8.121775299355292,Vodafone Idea (Vi),C_v2,Shri Shanta Teertham,26.397049971577985,75.87575869430451
-101.75860106090587,25.806691859923145,8.169720467495026,Vodafone Idea (Vi),C_v3,Shri Shanta Teertham,26.39727883446017,75.87556224081003
-102.15488990425148,25.200365354864537,8.12052878999366,Vodafone Idea (Vi),C_v4,Shri Shanta Teertham,26.397523956149083,75.8759230441425
-89.39175406577807,22.400363965486893,0.07747578543049027,BSNL,D_v1,Guest House,26.401517920273854,75.8783198377383
-87.9801613188798,22.321732980716845,0.08249543707397594,BSNL,D_v2,Guest House,26.40154705183032,75.87819470036675
-88.82621267089621,22.690782699796387,0.04452828986444259,BSNL,D_v3,Guest House,26.401392440838556,75.87809054580802
-88.64205611535968,22.152553226214863,0.07161439896159133,BSNL,D_v4,Guest House,26.401423128940415,75.87807489533621
-92.86979648390188,23.09892030347342,3.062449598071706,Jio,A_v1,Nav Mandir,26.40239329374585,75.87764032990086
-89.98307231169521,21.50978745908399,3.1155200494512063,Jio,A_v2,Nav Mandir,26.402755356142755,75.87793525513224
-90.72153533347732,22.559352486198566,3.141428864306318,Jio,A_v3,Nav Mandir,26.402285613373582,75.87793003703091
-89.16222484353979,22.077855160053755,3.1177956165360916,Jio,A_v4,Nav Mandir,26.402292960164818,75.87765723273226
-93.7493336933237,29.340193256661518,5.1814019276361645,Airtel,B_v1,Pragya Mandir,26.40210455770494,75.87735732960967
-93.88852284469343,29.069351941382497,5.19826268903148,Airtel,B_v2,Pragya Mandir,26.402060700260726,75.87713714773857
-96.94579513180487,28.028664137013827,5.173767763839929,Airtel,B_v3,Pragya Mandir,26.40224804286143,75.87705514995478
-96.71763010974202,28.507863009924073,5.221044379147523,Airtel,B_v4,Pragya Mandir,26.402446347642506,75.87742888537207
-99.29626233664202,10.26902756938425,0.8372739968450237,Vodafone Idea (Vi),C_v1,Banasthali Book Centre,26.40254131736805,75.8762285395358
-99.40410267967687,10.579168102796338,0.8396983910136867,Vodafone Idea (Vi),C_v2,Banasthali Book Centre,26.402518629003115,75.8759690996658
-99.96651650202811,11.300339879720061,0.852094655483247,Vodafone Idea (Vi),C_v3,Banasthali Book Centre,26.40241005546242,75.87633066602147
-98.87599895535237,11.199377249164261,0.9080911271956553,Vodafone Idea (Vi),C_v4,Banasthali Book Centre,26.40231735806961,75.87622176315678
-83.1839821926811,16.951686105962242,5.034770197059431,BSNL,D_v1,New Market,26.400925634596444,75.87567688161596
-83.13474878972768,17.36205221812226,5.100713840829289,BSNL,D_v2,New Market,26.401135116130103,75.87522216334098
-82.02210979616596,16.92780286676784,5.097760562496784,BSNL,D_v3,New Market,26.400961214891446,75.87527206440338
-81.1926388435229,17.612295786862,5.054037423866161,BSNL,D_v4,New Market,26.400885427969676,75.87574194394237
-89.6053713624641,28.356761034239938,9.578685646291488,Jio,A_v1,Gaushala,26.405314618114755,75.87851916799738
-89.6448389740618,28.88685232996914,9.528369778062299,Jio,A_v2,Gaushala,26.40522931595879,75.87835460459297
-86.67993786379738,29.669606763291192,9.5343865770649,Jio,A_v3,Gaushala,26.40480145447269,75.87837924296946
-87.38415828300704,28.770269344016565,9.546027692507929,Jio,A_v4,Gaushala,26.405171957329294,75.87813297570419
-85.17614946140954,13.061657244735008,9.825646891633822,Airtel,B_v1,Utkarsh Mandir,26.405080575945522,75.87609328430833
-86.68795089526631,14.223528977346518,9.802845794505147,Airtel,B_v2,Utkarsh Mandir,26.40531517292441,75.87657454238095
-85.04143322081526,13.69521810052185,9.765169643245075,Airtel,B_v3,Utkarsh Mandir,26.40492478713291,75.87653121393548
-86.07880887559412,14.436373989267173,9.754886051210455,Airtel,B_v4,Utkarsh Mandir,26.405307763846317,75.87627105376808
-80.13275788585152,20.29720918054373,1.5607206167379706,Vodafone Idea (Vi),C_v1,Shiksha Mandir,26.405722284707203,75.87575581626224
-76.73155782101777,19.104915359665178,1.5044386401391467,Vodafone Idea (Vi),C_v2,Shiksha Mandir,26.40521493255197,75.87587532990844
-79.932839543711,19.768618286375435,1.540223024443916,Vodafone Idea (Vi),C_v3,Shiksha Mandir,26.40554613002282,75.8753965933298
-77.82887214731406,18.716778352491048,1.5072118967213382,Vodafone Idea (Vi),C_v4,Shiksha Mandir,26.405306768582566,75.87568636768975
-83.63848387862592,18.349613743187614,8.441331006316245,BSNL,D_v1,Vigyan Mandir,26.404912118211882,75.87396854332088
-86.88793130299472,18.3785732337666,8.418369576447326,BSNL,D_v2,Vigyan Mandir,26.404387216334253,75.8740350119426
-87.20856797150539,17.96579839362291,8.441964857572959,BSNL,D_v3,Vigyan Mandir,26.40463848385707,75.87413760055196
-84.91774398005529,19.399103954758694,8.427524192850964,BSNL,D_v4,Vigyan Mandir,26.404913561995453,75.87379858562508
-66.32492312491962,19.176388675844606,2.446714280265676,Jio,A_v1,Judo Centre,26.40064269355757,75.87264284594863
-66.86885041203998,19.322547066510342,2.4525860713286685,Jio,A_v2,Judo Centre,26.400474393000355,75.87276397881107
-66.81466667763232,18.767313479250664,2.3720636713551735,Jio,A_v3,Judo Centre,26.400712586958342,75.87237570223475
-64.55186257044954,17.792115345626517,2.4208388921877377,Jio,A_v4,Judo Centre,26.400313310259314,75.87250094636963
-75.75201275005031,17.159994680008765,3.2737284820422823,Airtel,B_v1,Shri Shanta Gram,26.40040574516152,75.87174638255726
-76.30595374264975,17.24599297656159,3.191437332608373,Airtel,B_v2,Shri Shanta Gram,26.400565608505044,75.87183792869855
-76.58742200144084,17.668226147730618,3.264471336812155,Airtel,B_v3,Shri Shanta Gram,26.400291302182442,75.87191626550735
-75.84641878605225,17.27009048268215,3.273347394582388,Airtel,B_v4,Shri Shanta Gram,26.40059873033728,75.87180533829307
-79.26879882999228,10.855183589713944,3.0753713665188323,Vodafone Idea (Vi),C_v1,Shri Shanta Kulum,26.400688491495906,75.87179130643986
-76.88021449641036,12.363946326240383,3.0684247644911253,Vodafone Idea (Vi),C_v2,Shri Shanta Kulum,26.400808020753242,75.87215486051257
-78.65354004933836,11.654949974740166,3.084409197569849,Vodafone Idea (Vi),C_v3,Shri Shanta Kulum,26.400723143748497,75.87184832322052
-80.05433125042576,11.825996999863545,3.0549904246443216,Vodafone Idea (Vi),C_v4,Shri Shanta Kulum,26.40119268076875,75.87222324068094
-61.506879676765685,12.366317860109142,6.770900229999457,BSNL,D_v1,Shri Shanta Alay,26.401531347531584,75.87015654677491
-60.01806168311319,12.680667140852107,6.84864097552497,BSNL,D_v2,Shri Shanta Alay,26.401654121421934,75.87015497340195
-62.88424974603565,12.730769911466867,6.805350447445465,BSNL,D_v3,Shri Shanta Alay,26.401741788028477,75.87014002342
-59.540514251265776,11.461229889629564,6.790608382403031,BSNL,D_v4,Shri Shanta Alay,26.401894623324207,75.87033295477461
-99.31400583546723,25.14356969677412,0.9397598733865798,Jio,A_v1,Shri Shanta Nikunj,26.40223036521916,75.87186785383574
-99.35836751495451,24.63996989257616,0.8783885774022749,Jio,A_v2,Shri Shanta Nikunj,26.402463415785252,75.8716726974015
-100.09759054342305,24.81625083477929,0.9608014486229435,Jio,A_v3,Shri Shanta Nikunj,26.40211154285436,75.87183753385676
-98.40944333492885,25.494916986796405,0.936348465411442,Jio,A_v4,Shri Shanta Nikunj,26.402432137256557,75.87153237627909
-102.8596633240835,26.668888433414462,8.160223175410561,Airtel,B_v1,Shri Shanta Vishwa Needam,26.402788249265917,75.87094468511248
-100.82473445674324,26.553351126019052,8.105191051156968,Airtel,B_v2,Shri Shanta Vishwa Needam,26.402496566095902,75.87082918430946
-100.4998972825658,27.558719435867964,8.143255133971747,Airtel,B_v3,Shri Shanta Vishwa Needam,26.402750735061733,75.870853377827
-103.15933175963063,28.21501438252253,8.087660413653936,Airtel,B_v4,Shri Shanta Vishwa Needam,26.402414657463755,75.87097738601094
-58.13312048571768,20.943398230398827,3.4767932047324,Vodafone Idea (Vi),C_v1,Mukteshwari Canteen,26.402978147883292,75.8708725110666
-59.2443243523503,21.668489747658754,3.523930374850216,Vodafone Idea (Vi),C_v2,Mukteshwari Canteen,26.40333769735175,75.87058537119259
-61.434946767940374,22.165493921165865,3.515991658305913,Vodafone Idea (Vi),C_v3,Mukteshwari Canteen,26.403347086903064,75.87084304819611
-59.59840033810973,21.006913338232053,3.463720529865732,Vodafone Idea (Vi),C_v4,Mukteshwari Canteen,26.403071852457405,75.87096844406852
-97.00186774014735,29.74217995164519,5.568405021106114,BSNL,D_v1,Horse Riding Ground,26.405971666278774,75.87369967092015
-100.29314259450543,28.14644391457888,5.5968589673197515,BSNL,D_v2,Horse Riding Ground,26.405877973653897,75.87376032344075
-99.97901079949256,29.12725094286823,5.596426008363341,BSNL,D_v3,Horse Riding Ground,26.40555729882403,75.87372686553809
-98.22779271435209,29.993840486188056,5.604149599198542,BSNL,D_v4,Horse Riding Ground,26.40561798657312,75.8735166286415
-103.54768359519343,25.29792329983775,8.590550030850705,Jio,A_v1,Jeev Mandir,26.40486668854274,75.87298840033587
-104.30235730070949,24.95673918552851,8.584491392975497,Jio,A_v2,Jeev Mandir,26.404667747458113,75.87334947218166
-104.09892045550909,26.696995230086802,8.543541397147697,Jio,A_v3,Jeev Mandir,26.404835110452428,75.87307278754031
-106.76641900013828,24.826804358097068,8.582065192021568,Jio,A_v4,Jeev Mandir,26.404665463363344,75.87317441852576
-60.477174943458316,11.020679520001057,1.1717840316392676,Airtel,B_v1,Central Library,26.404608017762797,75.87217969061909
-59.55337579086983,11.685469733985219,1.1575655344576257,Airtel,B_v2,Central Library,26.404093416578647,75.87232469539808
-60.893959986106786,11.72129894788388,1.1892254759120455,Airtel,B_v3,Central Library,26.404578350830793,75.87226424463914
-58.937567148724646,10.499356154888538,1.1312629569494366,Airtel,B_v4,Central Library,26.40409310024738,75.87214553550713
-90.5921422366118,17.28079204395234,9.589988786603467,Vodafone Idea (Vi),C_v1,Surya Mandir,26.40486497605741,75.87147179855678
-88.18915665669317,17.842986494443977,9.553114631303721,Vodafone Idea (Vi),C_v2,Surya Mandir,26.40454503009881,75.87123610752134
-89.00237755843885,17.10894022694982,9.642852843347478,Vodafone Idea (Vi),C_v3,Surya Mandir,26.404901272885247,75.87113765559577
-87.27075466617792,18.75496334014053,9.587376111494711,Vodafone Idea (Vi),C_v4,Surya Mandir,26.4046457204837,75.87135135821487
-85.39036451847285,20.139938693260277,6.395994507039623,BSNL,D_v1,Shakuntalam Cricket Ground,26.4061015468969,75.87066270946946
-85.14400530348946,21.436942862612224,6.410597337761675,BSNL,D_v2,Shakuntalam Cricket Ground,26.40609131887437,75.87106806105183
-83.25176645051901,20.856535281920074,6.375755342216163,BSNL,D_v3,Shakuntalam Cricket Ground,26.406284085598276,75.87075169048728
-84.10148320403957,20.75131116842102,6.399203082228764,BSNL,D_v4,Shakuntalam Cricket Ground,26.406327483320613,75.87061975497416
-63.72754152247888,11.632995188792917,4.629499900969924,Jio,A_v1,Swimming Pool,26.405903120191216,75.86971943171933
-62.682979004405716,11.233416477549934,4.665914690888035,Jio,A_v2,Swimming Pool,26.406097421605818,75.8695102883091
-63.45013542318384,11.40472907810143,4.646071978609367,Jio,A_v3,Swimming Pool,26.40630349119184,75.8698144901522
-61.54573831660006,11.096113843717744,4.696392352603433,Jio,A_v4,Swimming Pool,26.40605147700022,75.8699970340225
-87.13094693708597,18.5407980559372,8.671202587137051,Airtel,B_v1,Banasthali Airstrip,26.407862029887323,75.86958426895538
-88.84873156079293,16.873138630778744,8.630725778914377,Airtel,B_v2,Banasthali Airstrip,26.40775143016237,75.8696319095238
-88.41911499024032,18.485614340329597,8.622379867134109,Airtel,B_v3,Banasthali Airstrip,26.4075618362049,75.86952399915951
-89.02535428848621,17.54572731289642,8.648502427373442,Airtel,B_v4,Banasthali Airstrip,26.40756832526167,75.86958548762499
-69.04391759947615,17.049759375214585,4.544355387416371,Vodafone Idea (Vi),C_v1,Shri Shanta Ashray,26.404112755848217,75.8650712033065
-70.19705716872825,17.236484642839123,4.514570506781581,Vodafone Idea (Vi),C_v2,Shri Shanta Ashray,26.40395381786183,75.86548693914499
-69.53097643201927,17.090097461689837,4.55361681675619,Vodafone Idea (Vi),C_v3,Shri Shanta Ashray,26.40377954337253,75.86508525487586
-70.60878449098145,15.725736746357395,4.508426002155842,Vodafone Idea (Vi),C_v4,Shri Shanta Ashray,26.403938631294043,75.86545921264776
-94.25043908724575,20.972100656744104,4.200966673741871,BSNL,D_v1,Sharda Mandir,26.406702157043735,75.86619135804332
-94.37071706285317,20.20569875435294,4.262422621612762,BSNL,D_v2,Sharda Mandir,26.406808067620542,75.86572515050649
-91.76832243305938,21.091931011180034,4.219016846647528,BSNL,D_v3,Sharda Mandir,26.40682589058433,75.8661027091727
-92.5690534816369,20.859438199271246,4.253645639661909,BSNL,D_v4,Sharda Mandir,26.40671373893647,75.86609786897706
-101.81163485415665,19.608122041598342,4.073615481894371,Jio,A_v1,Shri Shanta Nikay,26.40014536475315,75.87742803244272
-100.3793527280372,20.475493454839782,3.99615812327708,Jio,A_v2,Shri Shanta Nikay,26.400140302299196,75.87724959456168
-101.37346346563052,20.038433369487276,4.076014675386182,Jio,A_v3,Shri Shanta Nikay,26.40006744019864,75.87751556836395
-100.07537986787582,20.430925229667857,4.0685816132933486,Jio,A_v4,Shri Shanta Nikay,26.400202552557747,75.87729502615039
-98.94612987145531,14.506861274075929,2.000169397215861,Airtel,B_v1,Shri Shanta Ayanam,26.399278487209667,75.876490732242
-99.66890600961136,14.612526964195956,1.985948235044454,Airtel,B_v2,Shri Shanta Ayanam,26.399219419343424,75.87654916076924
-100.54386819181478,15.16111490958246,1.93636237538825,Airtel,B_v3,Shri Shanta Ayanam,26.399586709935722,75.87640506039972
-99.42290931668524,14.779427346578538,2.0201596321336726,Airtel,B_v4,Shri Shanta Ayanam,26.399223538903076,75.87616635582513
-95.74446464351738,10.772599484504406,8.48213948232376,Vodafone Idea (Vi),C_v1,Shri Shanta Sanjavanam,26.397806722099972,75.87798693495226
-96.63246689045614,12.38664210248742,8.469624570554766,Vodafone Idea (Vi),C_v2,Shri Shanta Sanjavanam,26.397763616043537,75.87800468809829
-96.38336585551075,10.761735790046664,8.447527730902891,Vodafone Idea (Vi),C_v3,Shri Shanta Sanjavanam,26.39788313402843,75.87789165996875
-97.66373179357502,12.307036893100271,8.39658105392,Vodafone Idea (Vi),C_v4,Shri Shanta Sanjavanam,26.39827216262505,75.87797397794023
-93.31876814887974,21.043045631824025,7.856329159934753,BSNL,D_v1,Shri Shanta Uthjam,26.39708326427845,75.87652771110751
-94.13731774107804,22.57743999415825,7.847354846922606,BSNL,D_v2,Shri Shanta Uthjam,26.397376374573014,75.87657298122002
-92.47155694974305,22.490064451810735,7.85123191113186,BSNL,D_v3,Shri Shanta Uthjam,26.397063779740705,75.8764808995523
-93.06470072469703,21.34497299679464,7.801585507373641,BSNL,D_v4,Shri Shanta Uthjam,26.397385499496615,75.87652689351941
-70.06025166774837,23.533805004727263,0.43677965259523144,Jio,A_v1,Shri Shanta Sthanam,26.396951682255335,75.87614710790328
-67.55357164584429,23.679042089327506,0.5088350899653948,Jio,A_v2,Shri Shanta Sthanam,26.396911246217186,75.87603186513239
-68.21075088363386,22.232861094551694,0.5218852905330794,Jio,A_v3,Shri Shanta Sthanam,26.397112963565704,75.87649434020261
-69.49699110452418,22.22376750204107,0.5284071369477258,Jio,A_v4,Shri Shanta Sthanam,26.396723925465302,75.87651759564277
-83.64004460354627,19.75933547157981,6.917132719178846,Airtel,B_v1,Shri Shanta Lok,26.398086258468187,75.87618169050428
-84.48266082094545,19.09102554317004,6.985220228509377,Airtel,B_v2,Shri Shanta Lok,26.39818414049787,75.87611508360358
-80.79357346454044,19.561833275213896,6.958104734124152,Airtel,B_v3,Shri Shanta Lok,26.398058768832612,75.87577665732073
-82.40420344297445,19.5169674996791,6.993949938525923,Airtel,B_v4,Shri Shanta Lok,26.398007169849844,75.87585283881553
-91.30025706242411,23.687465010089344,0.010005774713035983,Vodafone Idea (Vi),C_v1,Shri Shanta Teertham,26.397370010987952,75.87554931165187
-91.7503532593221,22.84767100610279,0.0023690732835421856,Vodafone Idea (Vi),C_v2,Shri Shanta Teertham,26.397263070897758,75.87545634416225
-92.32138288779919,22.852939441130417,-0.005567463970534873,Vodafone Idea (Vi),C_v3,Shri Shanta Teertham,26.397357074488028,75.87573034413337
-93.42641365300938,24.66137373047373,-0.00882571438063771,Vodafone Idea (Vi),C_v4,Shri Shanta Teertham,26.3972274360734,75.87558882338557
-90.13889560173811,17.346012148156756,1.0277854954075623,BSNL,D_v1,Guest House,26.401064035327884,75.87843063429449
-87.0787286513465,16.30300825147581,0.9972858859955142,BSNL,D_v2,Guest House,26.401545782361616,75.87841078713383
-88.48095761036257,17.443772402894815,1.0592617422954693,BSNL,D_v3,Guest House,26.40127325353593,75.87824689148708
-87.07290537420955,17.70430116111081,1.0228365265590893,BSNL,D_v4,Guest House,26.40127905821273,75.87828907564521
-93.61472671178026,12.101106513978497,8.861282244462314,Jio,A_v1,Nav Mandir,26.402402782842714,75.87765416620839
-92.5986431255594,13.484197295600827,8.861311371928437,Jio,A_v2,Nav Mandir,26.402223946759964,75.87805744821516
-94.01570509792745,12.791280945108799,8.788028619568504,Jio,A_v3,Nav Mandir,26.402581502094982,75.8777999349967
-90.80219175423218,12.916251756409627,8.874967657250277,Jio,A_v4,Nav Mandir,26.402533700231285,75.87819578306923
-72.88738822001501,21.4151186611462,7.209469169884851,Airtel,B_v1,Pragya Mandir,26.402328709845477,75.8771402301364
-72.34158597882235,21.092366236620432,7.193615846016182,Airtel,B_v2,Pragya Mandir,26.402015263941827,75.87731123093245
-70.10518519813579,21.87272293758485,7.151899895491922,Airtel,B_v3,Pragya Mandir,26.402413405093398,75.87739744843279
-70.9351673761323,22.104125218970918,7.170286894299926,Airtel,B_v4,Pragya Mandir,26.4023792217209,75.8774597684145
-87.2538974111522,18.210255506681833,3.7760051547482747,Vodafone Idea (Vi),C_v1,Banasthali Book Centre,26.40258293200528,75.87622219131335
-84.84866799668556,18.388029135217696,3.784998760708647,Vodafone Idea (Vi),C_v2,Banasthali Book Centre,26.402373725222915,75.87625503166238
-85.72688269149818,16.970802413444428,3.7597620208994305,Vodafone Idea (Vi),C_v3,Banasthali Book Centre,26.40260902862344,75.87609533223505
-85.89696544441507,17.28287940955052,3.780233910213985,Vodafone Idea (Vi),C_v4,Banasthali Book Centre,26.40243058018564,75.87590259194525
-109.60081432658443,20.667656131317173,6.101981797144733,BSNL,D_v1,New Market,26.40082095593719,75.87566973754242
-107.6752856823156,22.170315307799406,6.040232543995148,BSNL,D_v2,New Market,26.401215173065243,75.8752789446043
-107.33828294771295,21.05439988799623,6.108348068918521,BSNL,D_v3,New Market,26.401000529438704,75.8753517962162
-106.26447594239819,21.621770764970165,6.101538761468008,BSNL,D_v4,New Market,26.401059837125427,75.8755130814308
-98.73938213234283,19.878520637814965,4.679666940698545,Jio,A_v1,Gaushala,26.404876575347192,75.8780921892386
-98.67846418877043,18.942487977284234,4.717642445993224,Jio,A_v2,Gaushala,26.405063905358677,75.87841513248914
-96.91468842760243,19.113664307290477,4.644106289874837,Jio,A_v3,Gaushala,26.405297492883133,75.87829696857729
-96.14581213444356,19.5438406538356,4.6687717276858764,Jio,A_v4,Gaushala,26.405316935620675,75.87842501504717
-103.425277253806,22.269486172440494,6.624437968440604,Airtel,B_v1,Utkarsh Mandir,26.405379119227213,75.87612260982175
